Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
12624,MD,Electric Vehicle (EV) Charging Station Policies for Associations,"Homeowner associations or condominium associations may not prohibit or
restrict the installation or use of an EV charging station in a
homeowner's designated parking space. Associations may put reasonable
restrictions on EV charging stations, but the association must treat EV
charging station installation in the same manner as any unit
architectural modification. Residents are required to comply with all
relevant building codes and safety standards and engage a licensed EV
charging station contractor. The residential EV charging station owner
is responsible for the cost of the installation, operation, maintenance,
repair, insurance, removal, or replacement of the station, as well as
any resulting damage to the EV charging station or surrounding area.

(Reference [Maryland Statutes, Real Property Code 11-111.4](http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home))",2021-05-30 00:00:00 UTC,,FALSE,85,Laws and Regulations,,2021-07-13 20:06:54 UTC,,,,,ELEC|PHEV,,RTC,MUD|IND,https://mgaleg.maryland.gov/mgawebsite/|https://mgaleg.maryland.gov/mgawebsite/|http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home
12625,MD,Zero Emission Vehicle (ZEV) Financial Impact Analysis,"The Maryland Energy Administration and the Maryland Department of
Transportation must submit a report to the legislature that examines the
fiscal impact of ZEVs registered in Maryland and a survey of measures
enacted by other states or jurisdictions to minimize the impacts of ZEVs
on state transportation funds.

(Reference [Maryland Statutes, State Government Code 9-2009](http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home))",2021-05-30 00:00:00 UTC,,FALSE,93,Laws and Regulations,,2021-07-13 20:09:56 UTC,,,,,ELEC|HY,,OTHER,GOV,https://mgaleg.maryland.gov/mgawebsite/|http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home
12627,MI,Commercial Electric Vehicle (EV) Charging Station Rebates – Consumers Energy,"Consumers Energy offers rebates to commercial customers for the purchase
and installation of Level 2 and direct current fast charging (DCFC) EV
charging stations. Rebates are available in the following amounts:

  EV Charging Station Type   Applicant Type               Maximum Rebate Amount
  -------------------------- ---------------------------- -----------------------
  Level 2                    Multi-unit dwelling          \$7,500
  Level 2                    Hospitality and recreation   \$5,000
  Level 2                    Fleet                        \$5,000
  DCFC                       Fleet                        \$35,000
  DCFC                       Fleet - public access        \$70,000

Rebates are awarded on a first-come, first-served basis. Additional
requirements apply. For more information, including eligibility
requirements, see the Consumers Energy [Public Charger
Rebates](https://www.consumersenergy.com/residential/programs-and-services/electric-vehicles/level-2-charging-station-rebates)
and
[PowerMIFleet](https://www.consumersenergy.com/business/products-and-services/powermifleet#charging-station-rebates)
websites.
",,,FALSE,40,Utility/Private Incentives,,2022-11-10 17:15:03 UTC,,,,,ELEC|PHEV,RBATE,,FLEET|GOV,
12629,NV,Transportation Electrification Investment Authorization,"Utilities must file a plan to accelerate transportation electrification
in Nevada with the Public Utilities Commission (PUC) by September 1,
2021. Two or more utilities that share common ownership or transmission
systems must include a plan to allocate up to \$100,000,000 on
transportation electrification. Plans must be designed to accelerate
transportation electrification between January 1, 2022, and December 31,
2024. All plans must include:

-   An Interstate Corridor Charging Depot Program to increase the
    availability of public charging infrastructure along state highways
    and support tourism;
-   An Urban Charging Depot Program to help customers that are unable to
    charge vehicles at home or work;
-   A Public Agency Electric Vehicle Charging Program to serve the
    public, workplace, and government fleet charging needs;
-   A Transit, School Bus, and Transportation Electrification Custom
    Program to serve the needs of transit agencies, public schools,
    planning organizations, and commercial entities; and,
-   An Outdoor Recreation and Tourism Program to support tourism and
    outdoor recreation entities.

Nevada Power Company, Nevada Energy (NV Energy), and Sierra Pacific
Power Company submitted a joint plan to the PUC in 2021. For more
information, see the NV Energy [Economic Recovery Transportation
Electrification Plan](https://www.nvenergy.com/cleanenergy/ertep)
website. (Reference [Senate Bill](https://www.leg.state.nv.us/) 448,
2021, and [PUC Docket No.
21-09004](https://pucweb1.state.nv.us/PUC2/DktDetail.aspx))
",2021-06-10 00:00:00 UTC,,FALSE,15,Laws and Regulations,,2021-07-13 20:24:43 UTC,,,,,ELEC|PHEV,,OTHER,OTHER,https://www.leg.state.nv.us/
12630,OR,Electric Vehicle (EV) Rebate,"The Charge Ahead Rebate Program offers low- and medium-income Oregon
residents a rebate of up to \$5,000 for the purchase or lease of a new
or used EV, including plug-in hybrid vehicles. Residents purchasing a
new EV may combine this rebate with the [Clean Vehicle
Rebate](https://afdc.energy.gov/laws/12139) to receive a maximum rebate
of \$7,500. Qualifying residents are considered households with income
levels that do not exceed 400% of the federal poverty line. For more
information, see the [Charge Ahead Rebate
Program](https://www.oregon.gov/deq/aq/programs/Pages/Charge-Ahead-Rebate.aspx)
website. (Reference [Oregon Revised
Statutes](https://www.oregonlegislature.gov/) 468.442 and 468.446)
",2021-06-10 00:00:00 UTC,,FALSE,5,State Incentives,,2021-07-13 20:34:38 UTC,,,,,ELEC|PHEV,RBATE,,IND,https://olis.oregonlegislature.gov/|https://www.oregonlegislature.gov/
12632,OR,Electric Vehicle (EV) Charging Station Rebate – Consumers Power Inc. (CPI),"CPI offers customers a \$200 rebate for qualifying EV charging stations
installed after April 1, 2020. For more information, including
eligibility requirements and qualifying EV charging stations, see the
CPI [Electric Vehicle Charger
Rebate](https://www.directefficiency.com/cpi-level-2-electric-vehicle-charger-rebate-application/)
website.
",,,FALSE,60,Utility/Private Incentives,,2021-07-13 20:40:20 UTC,,,,,ELEC|PHEV,RBATE,,FLEET|IND,
12633,OR,Fleet Electrification Support – Portland General Electric (PGE),"The PGE Fleet Partner Program offers commercial customers a fleet
analysis, recommendations for electrification infrastructure, and a
custom incentive and turnkey design for electric vehicle supply
equipment siting and installation. For more information, see the PGE
[Fleet Partner Program](https://portlandgeneral.com/fleet-charging)
website.
",,,FALSE,47,Utility/Private Incentives,,2021-07-13 20:42:13 UTC,,,,,ELEC|PHEV,OTHER,,FLEET,
12634,CO,Climate Action Plan,"The Air Quality Control Commission (Commission) must adopt rules and
regulations to meet state-wide goals of reducing greenhouse gas (GHG)
emissions by 26% by 2025, 50% by 2030, and 90% by 2050, compared to 2005
GHG emission levels. To develop rules and regulations, the Commission
must identity and solicit input from communities that are
disproportionally impacted by GHG pollution and environmental risk, such
as minority, low-income, tribal, and indigenous populations. The
Division of Administration of the Department of Public Health and
Environment (Division) must report to the general assembly on a
bi-annual basis regarding the progress towards the GHG reduction targets
and make recommendations on future legislative actions to address
climate change.

On January 14, 2021, the Division released the [GHG Pollution Reduction
Roadmap](https://energyoffice.colorado.gov/climate-energy/ghg-pollution-reduction-roadmap)
with recommendations to reduce GHG pollution in the transportation
sector by 25% by 2025, 40% by 2030, and nearly 100% by 2050 to meet
state-wide GHG emission targets. Recommendations include securing new
revenue to fund infrastructure and incentives for electric cars, trucks,
and buses and that the Colorado Energy Office develop an Electric
Vehicle Equity Study to identify frontline communities who are
disproportionately affected by transportation pollution or experience
barriers to equitably access electric transportation.

(Reference [Colorado Revised Statutes 25-7-102, 25-7-103, and 25-7-105](http://www.lexisnexis.com/hottopics/Colorado/))",,,FALSE,100,Laws and Regulations,,2021-07-14 00:57:00 UTC,,,,,ELEC|OTHER,,CCEINIT,OTHER|TRIBAL,http://www.lexisnexis.com/hottopics/Colorado/
12635,CO,Electric Vehicle (EV) Charging Stations Funding Authorization,"The Colorado Community Enterprise (Enterprise), a government-owned
business, is authorized to implement grant, loan, or rebate programs for
EV charging stations. Funding may be issued for the following:

-   Public, workplace, transportation network company, and multi-unit
    dwelling EV charging station installations;
-   EV charging station installations for communities, including
    disproportionately impacted communities;
-   EV charging stations for medium- and heavy- duty electric vehicles
    (EVs) including, electrified refrigerated trailers;
-   Networks and plazas of direct current fast charging (DCFC)
    infrastructure; and,
-   Infrastructure needs to support the powering of hydrogen fuel cell
    motor vehicles.

For more information, including the Enterprise's [Ten-Year
Plan](https://drive.google.com/file/d/1tDKc3FbI-pxpqNxkpLlfZD3VvRLXW5HH/view?usp=sharing),
see the Colorado Energy Office [Community Access
Enterprise](https://energyoffice.colorado.gov/about-us/boards-commissions/community-access-enterprise)
website.

(Reference [Colorado Revised Statutes 24-38.5-303](http://www.lexisnexis.com/hottopics/Colorado/))",2021-06-17 00:00:00 UTC,,FALSE,103,Laws and Regulations,,2021-07-14 01:06:53 UTC,,,,,ELEC|PHEV,,OTHER,STATION,https://leg.colorado.gov/bills|http://www.lexisnexis.com/hottopics/Colorado/
12636,CO,Electric Vehicle (EV) Special License Plate,"The Department of Revenue must issue a special license plate for EVs.
The taxes and fees for the EV license plates are the same as the amount
as the taxes and fees for regular motor vehicle license plates.

(Reference [Colorado Revised Statutes 42-3-259](http://www.lexisnexis.com/hottopics/Colorado/))",,,FALSE,106,Laws and Regulations,,2021-07-14 03:18:35 UTC,,,,,ELEC|PHEV,,REGIS,FLEET|GOV|IND,https://leg.colorado.gov/bills|http://www.lexisnexis.com/hottopics/Colorado/
12637,CO,Clean Energy Career Program,"The State Council and the Colorado Department of Natural Resources must
create an industry driven energy sector career pathway for
implementation before the 2022-2023 academic year. The energy sector
includes occupations and activities relating to the development,
installation, and maintenance of products or technologies in the areas
of electric vehicles, electric vehicle supply equipment, hydrogen fuel
cell technology, and renewable natural gas.

(Reference [Colorado Revised Statutes 42-46.3-104](https://advance.lexis.com/container?config=0345494EJAA5ZjE0MDIyYy1kNzZkLTRkNzktYTkxMS04YmJhNjBlNWUwYzYKAFBvZENhdGFsb2e4CaPI4cak6laXLCWyLBO9&crid=12331b7c-16ae-4512-ba4e-f5816d637006&prid=49bcc197-7f49-44ce-99fa-b9ffad3af127))",,,FALSE,109,Laws and Regulations,,2021-07-14 03:25:51 UTC,,,,,ELEC|HY|NG|PHEV,,OTHER,OTHER,https://leg.colorado.gov/bills|https://advance.lexis.com/container?config=0345494EJAA5ZjE0MDIyYy1kNzZkLTRkNzktYTkxMS04YmJhNjBlNWUwYzYKAFBvZENhdGFsb2e4CaPI4cak6laXLCWyLBO9&crid=12331b7c-16ae-4512-ba4e-f5816d637006&prid=49bcc197-7f49-44ce-99fa-b9ffad3af127
12638,TN,Commercial Time-of-Use Rate (TOU) – Tennessee Valley Authority (TVA),"TVA offers a commercial TOU rate for customers with direct current fast
chargers (DCFC). TOU rates are available through TVA Local Power Company
partners. For more information on eligible power companies, see TVA's
[Local Power Company
Partners](https://www.tva.com/Energy/Public-Power-Partnerships/Local-Power-Companies)
website.
",,,FALSE,17,Utility/Private Incentives,,2021-07-14 15:01:58 UTC,,,,,ELEC|PHEV,TOU,,STATION|FLEET,
12639,DC,Public Utility Definition,"A person or entity that owns or operates electric vehicle supply
equipment, an electric vehicle charging station service company, or an
electric vehicle charging station service provider is not defined as a
public utility. (Reference [District of Columbia
Code](https://code.dccouncil.us/dc/council/code/sections/34-214.html)
34-214)
",,,FALSE,60,Laws and Regulations,,2021-07-21 18:12:02 UTC,,,,,ELEC|PHEV,,UTILITY,STATION|AFP,
12640,NV,Public Utility Definition,"A person who owns, controls, operates, or manages a facility that
supplies electricity to charge electric vehicles is not defined as a
public utility. (Reference [Nevada
Code](https://www.leg.state.nv.us/nrs/nrs-704.html) 704.021)
",,,FALSE,35,Laws and Regulations,,2021-07-21 18:13:49 UTC,,,,,ELEC|PHEV,,UTILITY,STATION|AFP,
12641,RI,Public Utility Definition,"A company that provides alternative fuel or energy sources for use as a
motor vehicle fuel or energy source is not defined as a public utility.
(Reference [Rhode Island
Code](http://webserver.rilegislature.gov/Statutes/TITLE39/39-1/39-1-2.HTM)
39-1-2)
",,,FALSE,55,Laws and Regulations,,2021-07-21 18:15:13 UTC,,,,,ELEC|PHEV,,UTILITY,STATION|AFP,
12642,AL,Commercial Electric Vehicle (EV) Time-Of-Use (TOU) Rates - Alabama Power,"Alabama Power offers a TOU rate to commercial and industrial customers
for public EV charging stations. Eligible customers electricity usage
must be separately metered from all other electrical load and be for the
exclusive purpose of charging EVs. For more information, see the Alabama
Power [EV
rate](https://www.alabamapower.com/smart-energy/emerging-technology/electric-transportation/ev-rate-program.html)
website.
",,,FALSE,24,Utility/Private Incentives,,2021-07-22 16:36:58 UTC,,,,,ELEC|PHEV,TOU,,STATION|PURCH|FLEET,
12644,NM,Electric Vehicle (EV) Charging Station Rebate – Powering New Mexico (PNM),"PNM offers residential customers a \$300 rebate for the purchase of a
Level 2 ENERGY STAR certified EV charging station. For more information,
including eligibility requirements, see the PNM [EV Discounts and
Rebates](https://www.pnm.com/evoffer) website.
",,,FALSE,5,Utility/Private Incentives,,2021-07-23 11:34:54 UTC,,,,,ELEC|PHEV,RBATE,,IND,
12646,VA,Electric Vehicle (EV) Charging Station New Construction and Building Renovation Requirement,"Any executive branch agency or institution designing new building
construction of more than 5,000 square feet, or a renovation that costs
more than 50% of the value of the building, must include EV charging
infrastructure. EV charging infrastructure must be sufficient to support
charging for every centralized fleet vehicle based at that building.

(Reference [Virginia Code 2.2-1182 and 2.2-1183](https://law.lis.virginia.gov/vacode/))",2021-03-31 00:00:00 UTC,,FALSE,55,Laws and Regulations,,2021-07-23 11:44:05 UTC,,,,,ELEC|PHEV,,BUILD|OTHER,GOV,https://law.lis.virginia.gov/vacode/|https://law.lis.virginia.gov/vacode/
12647,VA,Electric Vehicle (EV) Infrastructure New Building Requirement for Localities,"Any locality designing new building construction of more than 5,000
square feet, or a renovation that costs more than 50% of the value of
the building, must include sufficient EV charging infrastructure. The
building must be capable of supporting projected EV charging and fueling
demand over the first 10 years following building occupancy.
Alternatively, the building must earn a EV or electric vehicle charging
credit from the Virginia Energy Conservation and Environmental Standards
(VEES), the U.S. Green Building Council's Leadership in Energy and
Environmental Design (LEED) green building rating standard, or the Green
Building Initiative's Green Globes building standard.

(Reference [Virginia Code 15.2-1804.1](https://law.lis.virginia.gov/vacode/))",2021-03-31 00:00:00 UTC,,FALSE,56,Laws and Regulations,,2021-07-23 11:45:24 UTC,,,,,ELEC|PHEV,,BUILD|OTHER,GOV,https://law.lis.virginia.gov/vacode/|https://law.lis.virginia.gov/vacode/
12648,OK,Electric Vehicle (EV) Charging Station Tax Exemption,"Public EV charging stations with a charging capacity of less than 50
kilowatts are exempt from the \$0.03 per kilowatt-hour tax on
electricity used to recharge EVs.

(Reference [Oklahoma Statutes 68-6504](http://www.oklegislature.gov/))",2021-05-04 00:00:00 UTC,,FALSE,25,State Incentives,,2021-08-10 19:01:22 UTC,,,,,ELEC|PHEV,EXEM,,STATION,http://www.oklegislature.gov/|http://www.oklegislature.gov/|http://www.oklegislature.gov/
12649,OK,Electric Vehicle (EV) Charging Station Tax,"Beginning January 1, 2024, public EV charging stations are subject to a
tax of \$0.03 per kilowatt-hour. The tax does not apply to EV charging
stations at private residences. Tax revenue will be apportioned to the
Driving on Road Infrastructure with Vehicles of Electricity (DRIVE)
Revolving Fund. Oklahoma residents may apply EV charging station tax
payments as income tax credits and may be carried forward for up to five
years.

(Reference [Oklahoma Statutes 68-6501 through 68-6510](http://www.oklegislature.gov))",2021-04-22 00:00:00 UTC,,FALSE,10,Laws and Regulations,,2021-08-10 20:48:46 UTC,,,,,ELEC|PHEV,,FUEL,STATION|FLEET|GOV|MUD|IND,http://www.oklegislature.gov|http://www.oklegislature.gov
12650,OK,Electric Vehicle (EV) and Plug-In Hybrid Electric Vehicle (PHEV) Fee,"EV owners must pay an annual vehicle registration fee in addition to
standard vehicle registration fees. Fee amounts vary depending on the
gross vehicle weight rating (GVWR) of the vehicle:

  GVWR                           Annual EV Registration Fee   Annual PHEV Registration Fee
  ------------------------------ ---------------------------- ------------------------------
  6,000 pounds (lbs.) or below   \$110                        \$82
  6,001 lbs. to 10,000 lbs.      \$158                        \$118
  10,001 lbs. to 26,500 lbs.     \$363                        \$272
  Greater than 26,501 lbs.       \$2,250                      \$1,687

A percentage of the revenue from the annual fee will be apportioned to
the Driving on Road Infrastructure with Vehicles of Electricity (DRIVE)
Revolving Fund.

(Reference [Oklahoma Statutes 68-6511](http://www.oklegislature.gov))",2021-04-22 00:00:00 UTC,,FALSE,5,Laws and Regulations,,2022-09-13 16:43:05 UTC,,,,,ELEC|PHEV,,EVFEE|FUEL,FLEET|IND,http://www.oklegislature.gov|http://www.oklegislature.gov
12652,MN,Electric Vehicle (EV) Time-Of-Use (TOU) Rate – Runestone Electric Association,"Runestone Electric Association offers a TOU rate to residential
customers that own an EV. Customers must separately meter electricity
used for EV charging. For more information, including eligibility
requirements, see the Runestone Electric Association
[EV](https://www.runestoneelectric.com/energy-wise-programs/electric-vehicles/)
website.
",,,FALSE,55,Utility/Private Incentives,,2021-08-11 04:00:10 UTC,,,,,ELEC|PHEV,TOU,,IND,
12653,MN,Zero Emission Vehicle (ZEV) Sales Requirements and Low Emission Vehicle (LEV) Standards,"Minnesota has adopted the California motor vehicle emissions standards
and compliance requirements specified in Title 13 of the [California
Code of Regulations](http://www.oal.ca.gov/). Beginning January 1, 2024,
these regulations apply to all passenger cars, light-duty trucks, and
medium-duty vehicles. Manufacturers must meet the [greenhouse gas
emissions standard](https://www.afdc.energy.gov/laws/6493) and the [ZEV
production and sales
requirements](https://www.afdc.energy.gov/laws/4249). For more
information, see the [Clean Cars
Minnesota](https://www.pca.state.mn.us/air/clean-cars-minnesota)
website.

(Reference [Minnesota Administrative Rules Chapter 7023](https://www.revisor.mn.gov/rules/))",,,FALSE,40,Laws and Regulations,,2021-08-11 04:04:32 UTC,,,,,ELEC|HY|OTHER|PHEV,,AIRQEMISSIONS,MAN,https://www.revisor.mn.gov/rules/|https://www.revisor.mn.gov/rules/
12655,VT,Electric Vehicle (EV) Charging Station Incentive - Vermont Public Power Supply Authority (VPPSA),"VPPSA offers member customers a \$500 rebate for the purchase of a Level
2 EV charging station. To qualify, the EV charging station must be
installed for workplace or public use. For more information about these
incentives, see the VPPSA [Electric Vehicle Charging
Station](https://vppsa.com/2021-electric-vehicle-charging-station-rebate//)
website.
",,,FALSE,37,Utility/Private Incentives,,2021-08-11 12:11:21 UTC,,,,,ELEC|PHEV,RBATE,,STATION,
12657,VT,Electric Vehicle (EV) Charging Station Multi-Unit Dwelling (MUD) Pilot Program,"The Vermont Agency of Transportation must establish and administer,
through a memorandum of understanding with the Department of Housing and
Community Development (DHCD), a pilot program to support the
installation of EV charging station at MUDs and affordable housing
units. The DHCD must consult with other state agencies regarding the
design, award of funding, and administration of this pilot program. The
DHCD published a
[report](https://legislature.vermont.gov/Documents/2022/WorkGroups/House%20Transportation/Electric%20Vehicles/EVSE/W~Gary%20Holloway~Multiunit%20Dwelling%20Electric%20Vehicle%20Supply%20Equipment%20Pilot%20Program~1-14-2022.pdf)
on the outcomes of the pilot program on January 15, 2022. Additional
terms and conditions apply.

(Reference [Act 55, 2021](https://legislature.vermont.gov/))",2021-06-03 00:00:00 UTC,,FALSE,46,Laws and Regulations,,2021-08-11 12:22:40 UTC,,,,,ELEC|PHEV,,CCEINIT|OTHER,STATION|MUD,https://legislature.vermont.gov/
12658,VT,Electric Vehicle (EV) Charging Station Deployment Goal,"Vermont established a goal to deploy at least one public direct current
fast charging (DCFC) station port within one mile of all interstate and
highway exits and within 25 miles of other DCFC stations along state
highways. In January 2023, the Vermont Agency of Transportation (AOT)
published a map showing the locations of all public DCFC stations. AOT
must update the
[map](https://legislature.vermont.gov/Documents/2024/WorkGroups/House%20Transportation/Vehicle%20Electrification%20in%20Vermont/Witness%20Documents/W~Patrick%20Murphy~Map%20of%20EVSE%20Fast%20Charging%20Station%20Network~1-24-2023.pdf)
on an annual basis until this goal is met.

(Reference [Act 55, 2021](https://legislature.vermont.gov/))",2021-06-03 00:00:00 UTC,,FALSE,49,Laws and Regulations,,2021-08-11 12:25:11 UTC,,,,,ELEC|PHEV,,CCEINIT|OTHER,STATION|GOV|OTHER,https://legislature.vermont.gov/
12659,VT,Utility Company Electric Vehicle (EV) Rates,"Utility companies must offer EV rates for public and private electric
vehicle supply equipment by June 30, 2024. The EV rates must be approved
by the Public Utility Commission (PUC). The PUC must submit a written
report to the legislature on the progress towards this goal by January
15 of each year through 2025. The PUC published a
[report](https://puc.vermont.gov/sites/psbnew/files/doc_library/act-55-electric-vehicle-rates-2022-report.pdf)
on January 14, 2022.

(Reference [Act 55, 2021](https://legislature.vermont.gov/))",2021-06-03 00:00:00 UTC,,FALSE,52,Laws and Regulations,,2021-08-11 12:26:49 UTC,,,,,ELEC|PHEV,,OTHER,AFP|OTHER,https://legislature.vermont.gov/
12660,VT,Electric Vehicle (EV) Definition,"An EV is defined as a vehicle that can be powered by an electric motor
that draws electricity from a battery and is capable of being charged
from an external source. An EV includes both a vehicle that can only be
powered by an electric motor that draws electricity from a battery
(all-electric vehicle) and a vehicle that can be powered by an electric
motor that draws electricity from a battery and by an internal
combustion engine (plug-in hybrid electric vehicle).

(Reference [Vermont Statutes Title 23, Chapter 4, Section 85](https://legislature.vermont.gov/statutes/))",2021-06-03 00:00:00 UTC,,FALSE,55,Laws and Regulations,,2021-08-11 12:28:10 UTC,,,,,ELEC|PHEV,,DREST,FLEET|GOV|IND,https://legislature.vermont.gov/statutes/
12661,VT,Public Transportation Electrification Plan,"The Vermont Agency of Transportation (VTrans), in consultation with
public transit providers, must prepare a long-range plan that outlines
the costs, timeline, training, maintenance, and operational actions
required to move to a fully electrified public transportation fleet.
VTrans filed the [Zero Emissions Transition
Plan](https://vtrans.vermont.gov/sites/aot/files/publictransit/documents/VTrans%20Zero-Emission%20Transition%20Plan_Final01312022.pdf)
on January 31, 2022.

(Reference [Act 55, 2021](https://legislature.vermont.gov/))",2021-06-03 00:00:00 UTC,,FALSE,61,Laws and Regulations,,2021-08-11 12:29:57 UTC,,,,,ELEC|PHEV,,CCEINIT|OTHER,GOV|TRANS,https://legislature.vermont.gov/
12662,MD,Solar Canopy Electric Vehicle (EV) Infrastructure Grant,"The Maryland Energy Administration (MEA) offers grants of up to
\$125,000 for the planning and installation of solar arrays on existing
public facilities and infrastructure. Eligible projects include solar
canopies that support EVSE. For more information, see the MEA [Public
Facility Solar Grant
Program](https://energy.maryland.gov/govt/Pages/PublicFacilitySolarGrantProgram.aspx)
website.
",,,FALSE,16,State Incentives,,2021-08-11 15:04:21 UTC,,,,,ELEC|PHEV,GNT,,STATION|GOV,
12663,NJ,Zero Emission Vehicle (ZEV) Infrastructure Support,"Any individual, business, or public entity completing infrastructure
improvement projects or redeveloping residential, commercial,
industrial, public, or other structures is encouraged to include ZEV
fuel and charging infrastructure in redevelopment plans. ZEVs must meet
emissions and compliance requirements specified in Title 13 of the
[California Code of Regulations](https://oal.ca.gov/) for the applicable
model year, including but not limited to, electric vehicles (EVs) and
hydrogen fuel cell vehicles. Infrastructure projects are encouraged to:

Identify locations for public electric vehicle charging stations and
hydrogen fueling stations;

Construct ZEV charging and refueling infrastructure;

Build and allow EV charging in the right-of-way; and,

Designate EV only parking spaces.

(Reference [New Jersey Statutes 52:27D-489c](http://www.njleg.state.nj.us/))",2021-07-09 00:00:00 UTC,,FALSE,45,Laws and Regulations,,2021-08-11 15:09:42 UTC,,,,,ELEC|HY,,OTHER,FLEET|GOV|IND,https://www.njleg.state.nj.us/|http://www.njleg.state.nj.us/
12664,KS,Public Utility Definition,"A corporation or individual that resells electricity supplied by a
public utility for use in electric vehicle charging stations is not
subject to regulation as a public utility.

(Reference [Kansas Statutes 66-104](http://www.kslegislature.org/li/))",2021-04-09 00:00:00 UTC,,FALSE,55,Laws and Regulations,,2021-08-12 03:25:27 UTC,,,,,ELEC|PHEV,,UTILITY,STATION,http://www.kslegislature.org/li/|http://www.kslegislature.org/li/
12666,IL,Electric Vehicle (EV) Time-Of-Use (TOU) Rate - Ameren Illinois,"Ameren Illinois offers a TOU rate to residential customers that own or
lease a EV. For more information, see the Ameren Illinois [EV Rate
Residential
Program](https://www.ameren.com/illinois/residential/electric-vehicles/rate)
website.
",,,FALSE,2,Utility/Private Incentives,,2021-09-13 16:25:54 UTC,,,,,ELEC|PHEV,TOU,,IND,
12667,AR,Electric Vehicle (EV) Charging Station Grants,"The Arkansas Department of Environmental Quality's (ADEQ) offers rebates
to government, private, and non-profit entities for the construction and
installation costs of Level 2 EV charging stations. Funding is available
in the following amounts:

Access

Applicant Type

Maximum Rebate (One Port)

Maximum Rebate (Two or More Ports)

Public

Government

\$6,850

\$9,300

Public

Non-Government

\$5,325

\$7,225

Private

Workplace

\$1,875

\$3,375

Private

Multi-Unit Dwelling

\$1,875

\$3,375

Rebates are awarded on a first-come, first served basis. The program is
funded by Arkansas's portion of the [Volkswagen Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
For more information, including eligibility and how to apply, see the
ADEQ [Level 2 Rebate
Program](https://www.adeq.state.ar.us/energy/opportunities/evse/)
website.

(Reference [Arkansas Code 15-10-101 and 19-5-1273](http://www.lexisnexis.com/hottopics/arcode/Default.asp))",,,FALSE,150,State Incentives,,2021-09-13 18:03:00 UTC,,,,,ELEC|PHEV,GNT,,STATION|FLEET|GOV|MUD|IND,http://www.lexisnexis.com/hottopics/arcode/Default.asp
12668,CT,Residential Electric Vehicle (EV) Charging Station Rebate and Charging Rate Incentive – Eversource,"Eversource offers residential customers an incentive of up to \$300 to
enroll in a demand response managed charging program. For more
information, see the Eversource
[ConnectedSolutions](https://www.eversource.com/content/ct-c/residential/save-money-energy/explore-alternatives/electric-vehicles/ev-charger-demand-response)
website.
",,,FALSE,40,Utility/Private Incentives,,2021-09-13 20:58:17 UTC,,,,,ELEC|PHEV,OTHER,,IND,
12669,TX,Governmental Fleet Grants,"The Texas Commission on Environmental Quality (TCEQ) administers the
Governmental Alternative Fuel Fleet Grant Program (GAFF) as part of the
Texas Emissions Reduction Plan (TERP) for the purchase or lease of new
vehicles powered by natural gas, propane, hydrogen, or electricity.
Special districts and government entities that operate a fleet greater
than 15 vehicles are eligible. For more information, including
application periods, see the TCEQ
[TERP](https://www.tceq.texas.gov/airquality/terp/programs) website.

(Reference [Texas Statutes, Health and Safety Code 386.153 and 395.001-395.015](http://www.statutes.legis.state.tx.us/))",,,FALSE,45,State Incentives,,2021-09-14 18:59:51 UTC,,,,,ELEC|HY|NG|PHEV|LPG,GNT,,GOV,http://www.statutes.legis.state.tx.us/
12670,ME,Electric Vehicle (EV) Charging Station Promotion Requirement,"Electric utilities must design rates to encourage EV charging station
use and file r[ate schedule
proposals](https://www.maine.gov/mpuc/legislative/reports) with the
Maine Public Utilities Commission (PUC). Utilities filed proposals with
the PUC on November 1, 2021. Proposed EV charging stations must align
with the [Maine Won't Wait](https://afdc.energy.gov/laws/12562) climate
framework.

(Reference [Maine PUC Docket No. 2021-0198](https://mpuc-cms.maine.gov/CQM.Public.WebUI/Common/AdvanceSearch.aspx?MC=0&CI=1&FRM=0&DEF) and [House Bill 245, 2021](http://legislature.maine.gov/))",2021-07-19 00:00:00 UTC,,FALSE,8,Laws and Regulations,,2021-09-14 20:09:55 UTC,,,,,ELEC|HEV|PHEV,,CCEINIT,STATION|AFP,https://mpuc-cms.maine.gov/CQM.Public.WebUI/Common/AdvanceSearch.aspx?MC=0&CI=1&FRM=0&DEF|http://legislature.maine.gov/
12674,MI,Electric Vehicle (EV) Charging Station Rebate – Lansing Board of Water & Light (BWL),"BWL offers a \$1,000 rebate for the installation of a Level 2 EV
charging station to residential customers who purchase or lease an EV.
For more information, including eligibility requirements, see the BWL
[EVs](https://www.lbwl.com/pev) website.
",,,FALSE,60,Utility/Private Incentives,,2021-09-22 19:55:29 UTC,,,,,ELEC|PHEV,RBATE,,IND,
