Year,State,Electric (EV),Plug-In Hybrid Electric (PHEV),Hybrid Electric (HEV),Biodiesel,Ethanol/Flex (E85),Compressed Natural Gas (CNG),Propane,Hydrogen,Methanol,Gasoline,Diesel,Unknown Fuel
2021,Minnesota,15000,8900,95200,40100,548700,300,0,0,0,4342800,128700,29800
2021,Mississippi,1300,1100,18700,27400,305000,200,0,0,0,2289900,76000,9600
2021,Missouri,10000,7200,85600,55800,602500,1800,100,0,0,4582100,172100,40700
2021,Montana,1600,1100,13900,27500,100500,100,0,0,0,761800,70900,12200
2021,Nebraska,2700,2000,23700,21600,202500,200,0,0,0,1574900,73800,27300
2021,Nevada,17400,6300,50200,21300,133600,300,100,0,0,2140700,84700,22800
2021,New Hampshire,4000,3500,27000,11300,102800,200,0,0,0,1187400,29300,12700
2021,New Jersey,47800,18500,121500,23900,412200,500,100,0,0,6346100,86400,38100
2021,New Mexico,4200,2800,32800,25200,156900,200,100,0,0,1569000,87600,24500
2021,New York,51900,44600,221600,43000,663700,900,100,0,0,10116400,152400,83200
2021,North Carolina,25200,13500,151600,61000,687700,800,200,0,0,7685800,210000,77000
2021,North Dakota,400,400,5400,16000,95700,100,0,0,0,607000,42800,9000
2021,Ohio,21200,13100,143700,54600,875100,1200,100,0,0,9019200,199200,68800
2021,Oklahoma,7100,6900,38700,50700,391100,2400,300,0,0,3429700,148500,48700
2021,Oregon,30300,16900,123200,43900,193700,300,100,0,0,3094700,217800,63900
2021,Pennsylvania,26800,17800,168200,58600,723000,1200,100,0,0,9035500,195000,51000
2021,Rhode Island,2500,2400,16300,2500,44100,100,0,0,0,796100,11300,6300
2021,South Carolina,7400,4700,57400,32100,411800,400,100,0,0,4200600,104900,46000
2021,South Dakota,700,700,8700,16900,105000,100,0,0,0,726200,51100,15700
2021,Tennessee,12200,6300,79800,38400,511000,500,100,0,0,5396100,150200,39600
2021,Texas,80900,30600,304700,376300,2422300,2200,1600,0,0,20599100,765100,131100
2021,Utah,16500,7500,58500,51600,190200,2600,700,0,0,2428900,153800,27400
2021,Vermont,3400,3200,15800,5600,42000,100,0,0,0,511900,15000,5400
2021,Virginia,30700,15800,176500,35300,506600,600,100,0,0,6661000,154300,32700
2021,Washington,66800,24300,240000,59000,359700,600,100,0,0,5792000,283600,64400
2021,West Virginia,1000,1000,14500,13900,129800,200,0,0,0,1268300,46100,10900
2021,Wisconsin,9300,7700,93500,39800,556500,700,100,0,0,4639100,143300,29900
2021,Wyoming,500,400,5700,17100,59400,100,0,0,0,482400,62100,15600
2021,United States,1454400,786800,5491800,2194100,21244900,40800,7600,11800,0,240699500,7110300,1840200
