Vehicle ID,Fuel ID,Fuel Configuration ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Transmission Type,Engine Type,Engine Size,Engine Cylinder Count,Engine/Motor(s) Description,Manufacturer,Manufacturer URL,Category,Fuel Code,Fuel,Fuel Configuration Name,Electric-Only Range,PHEV Total Range,PHEV Type,Notes,Drivetrain,Charging Rate Level 2 (kW),Charging Rate DC Fast (kW),Charging Speed Level 1 (miles added per hour of charging),Charging Speed Level 2 (miles added per hour of charging),Charging Speed DC Fast (miles added per hour of charging),Battery Voltage,Battery Capacity Amp Hours,Battery Capacity kWh,Seating Capacity,,,,
13100,45,9,239,29,GLS 600 4MATIC Maybach,2022,,,,14,20,17,Auto,SI,4.0L,8,4.0L V8,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,AWD,,,,,,,,,,,,,
12990,45,9,239,27,S 500 4MATIC,2022,,,,21,30,24,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,AWD,,,,,,,,,,,,,
13032,45,9,239,27,S 580 4MATIC,2022,,,,16,25,19,Auto,SI,4.0L,8,4.0L V8,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,AWD,,,,,,,,,,,,,
13033,45,9,239,27,S 580 4MATIC Maybach,2022,,,,15,24,18,Auto,SI,4.0L,8,4.0L V8,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,AWD,,,,,,,,,,,,,
12871,45,9,349,25,1500 4X2,2022,,,,20,25,22,Auto,SI,3.6L,6,3.6L V6,Ram,http://www.ramtrucks.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric,,,,,RWD,,,,,,,,,,,,,
12872,45,9,349,25,1500 4X2,2022,,,,18,23,20,Auto,SI,5.7L,8,5.7L V8,Ram,http://www.ramtrucks.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric,,,,,RWD,,,,,,,,,,,,,
12873,45,9,349,25,1500 4X4,2022,,,,18,22,19,Auto,SI,5.7L,8,5.7L V8,Ram,http://www.ramtrucks.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric,,,,,4WD,,,,,,,,,,,,,
12874,45,9,349,25,1500 4X4,2022,,,,19,24,21,Auto,SI,3.6L,6,3.6L V8,Ram,http://www.ramtrucks.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric,,,,,4WD,,,,,,,,,,,,,
12870,45,9,349,25,1500 HFE 4X2,2022,,,,20,26,23,Auto,SI,3.6L,6,3.6L V6,Ram,http://www.ramtrucks.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric,,,,,RWD,,,,,,,,,,,,,
12875,45,9,221,27,Avalon Hybrid ,2022,,,,43,43,43,Auto,SI,2.5L,4,2.5L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,FWD,,,,,,,,,,,,,
12876,45,9,221,27,Avalon Hybrid XLE,2022,,,,43,44,44,Auto,SI,2.5L,4,2.5L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,FWD,,,,,,,,,,,,,
12877,45,9,221,27,Camry Hybrid LE,2022,,,,51,53,52,Auto,SI,2.5L,4,2.5L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,FWD,,,,,,,,,,,,,
12878,45,9,221,27,Camry Hybrid SE/XLE/XSE,2022,,,,44,47,46,Auto,SI,2.5L,4,2.5L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,FWD,,,,,,,,,,,,,
12827,45,9,221,27,Corolla Hybrid,2022,,,,53,52,52,Auto,SI,1.8L,4,1.8L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,FWD,,,,,,,,,,,,,
12940,45,9,221,29,Highlander Hybrid,2022,,,,36,35,36,Auto,SI,2.5L,4,2.5L I4,Toyota,http://www.toyota.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,RWD,,,,,,,,,,,,,
12939,45,9,221,29,Highlander Hybrid AWD,2022,,,,35,35,35,Auto,SI,2.5L,4,2.5L I4,Toyota,http://www.toyota.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,AWD,,,,,,,,,,,,,
12938,45,9,221,29,Highlander Hybrid AWD LTD/PLAT,2022,,,,35,34,35,Auto,SI,2.5L,4,2.5L I4,Toyota,http://www.toyota.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,AWD,,,,,,,,,,,,,
12828,45,9,221,27,Prius,2022,,,,54,50,52,Auto,SI,1.8L,4,1.8L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,FWD,,,,,,,,,,,,,
12829,45,9,221,27,Prius AWD,2022,,,,51,47,49,Auto,SI,1.8L,4,1.8L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,AWD,,,,,,,,,,,,,
12830,45,9,221,27,Prius Eco,2022,,,,58,53,56,Auto,SI,1.8L,4,1.8L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,FWD,,,,,,,,,,,,,
13034,45,9,221,29,RAV4 Hybrid AWD,2022,,,,41,38,40,Auto,SI,2.5L,4,2.5L I4,Toyota,http://www.toyota.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,AWD,,,,,,,,,,,,,
12941,45,9,221,9,Sienna AWD,2022,,,,35,36,35,Auto,SI,2.5L,4,2.5L I4,Toyota,http://www.toyota.com,Van,HYBR,Hybrid Electric,Hybrid Electric,,,,,AWD,,,,,,,,,,,,,
13086,45,9,221,25,TUNDRA 2WD,2022,,,,20,24,22,Auto,SI,3.4L,6,3.4L V6,Toyota,http://www.toyota.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric,,,,,RWD,,,,,,,,,,,,,
13087,45,9,221,25,TUNDRA 4WD,2022,,,,19,22,20,Auto,SI,3.4L,6,3.4L V6,Toyota,http://www.toyota.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric,,,,,Part-Time 4WD,,,,,,,,,,,,,
13088,45,9,221,25,TUNDRA 4WD PRO,2022,,,,18,20,19,Auto,SI,3.4L,6,3.4L V6,Toyota,http://www.toyota.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric,,,,,Part-Time 4WD,,,,,,,,,,,,,
12991,45,9,221,29,Venza AWD,2022,,,,40,37,39,Auto,SI,2.5L,4,2.5L I4,Toyota,http://www.toyota.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,AWD,,,,,,,,,,,,,
12717,45,9,365,27,NSX,2021,,,,21,22,21,Auto,SI,3.5L,6,3.5L V6,Acura,http://www.acura.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12597,45,9,377,27,A4 allroad quattro,2021,,,,24,30,26,Auto,SI,2.0L,4,2.0L I4,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12637,45,9,377,27,A4 quattro,2021,,,,25,34,28,Auto,SI,2.0L,4,2.0L I4,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12598,45,9,377,27,A4 S line quattro,2021,,,,24,31,27,Auto,SI,2.0L,4,2.0L I4,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12600,45,9,377,27,A5 Cabriolet quattro,2021,,,,23,31,26,Auto,SI,2.0L,4,2.0L I4,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12599,45,9,377,27,A5 quattro,2021,,,,24,31,27,Auto,SI,2.0L,4,2.0L I4,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12638,45,9,377,27,A5 Sportback quattro,2021,,,,25,34,28,Auto,SI,2.0L,4,2.0L I4,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12601,45,9,377,27,A5 Sportback S line quattro,2021,,,,24,31,27,Auto,SI,2.0L,4,2.0L I4,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12507,45,9,377,27,A6 Allroad,2021,,,,20,26,22,Auto,SI,3.0L,6,3.0L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12602,45,9,377,27,A6 quattro,2021,,,,23,31,26,Auto,SI,2.0L,4,2.0L I4,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12506,45,9,377,27,A6 quattro,2021,,,,22,29,24,Auto,SI,3.0L,6,3.0L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12510,45,9,377,27,A7 quattro,2021,,,,22,29,24,Auto,SI,3.0L,6,3.0L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12557,45,9,377,27,A8L,2021,,,,15,23,18,Auto,SI,4.0L,8,4.0L V8,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12511,45,9,377,27,A8L,2021,,,,17,26,21,Auto,SI,3.0L,6,3.0L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12603,45,9,377,29,Q5,2021,,,,23,28,25,Auto,SI,2.0L,4,2.0L I4,Audi,http://progress.audiusa.com/,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12703,45,9,377,29,Q5 Sportback,2021,,,,23,28,25,Auto,SI,2.0L,4,2.0L I4,Audi,http://progress.audiusa.com/,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12558,45,9,377,29,Q7,2021,,,,18,23,20,Auto,SI,3.0L,6,3.0L V6,Audi,http://progress.audiusa.com/,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12559,45,9,377,29,Q8,2021,,,,18,231,20,Auto,SI,3.0L,6,3.0L V6,Audi,http://progress.audiusa.com/,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12560,45,9,377,27,RS 6 Avant,2021,,,,15,22,17,Auto,SI,4.0L,8,4.0L V8,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12561,45,9,377,27,RS7,2021,,,,15,22,17,Auto,SI,4.0L,8,4.0L V8,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12563,45,9,377,27,RS Q8,2021,,,,13,19,15,Auto,SI,4.0L,8,4.0L V8,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12508,45,9,377,27,S6,2021,,,,18,28,22,Auto,SI,2.9L,6,2.9L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12509,45,9,377,27,S7,2021,,,,18,28,22,Auto,SI,2.9L,6,2.9L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12562,45,9,377,27,S8,2021,,,,13,22,16,Auto,SI,4.0L,8,4.0L V8,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12565,45,9,211,29,540i,2021,,,,25,32,27,Auto,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12514,45,9,211,29,540i xDrive,2021,,,,23,31,26,Auto,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12512,45,9,211,29,M340i,2021,,,,23,32,26,Auto,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12513,45,9,211,29,M340i xDrive,2021,,,,22,31,25,Auto,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12753,45,9,211,27,M440i Convertible,2021,,,,23,31,26,Auto,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12590,45,9,211,27,M440i xDrive Coupe,2021,,,,22,31,25,Auto,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12515,45,9,211,29,X5 sDrive40i 2WD,2021,,,,21,26,23,Auto,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12516,45,9,211,29,X5 sDrive40i 4WD,2021,,,,21,25,23,Auto,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12517,45,9,211,29,X6 sDrive40i 2WD,2021,,,,21,26,23,Auto,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12518,45,9,211,29,X6 sDrive40i 4WD,2021,,,,21,25,23,Auto,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12519,45,9,211,29,X7 sDrive40i 4WD,2021,,,,19,24,21,Auto,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12705,45,9,219,27,Escape AWD HEV,2021,,,,43,37,40,Auto,SI,2.5L I4,4,2.5L I4,Ford,https://www.ford.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12704,45,9,219,27,Escape FWD HEV,2021,,,,44,37,41,Auto,SI,2.5L I4,4,2.5L I4,Ford,https://www.ford.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12604,45,9,219,29,Explorer HEV AWD,2021,,,,23,26,25,Auto,SI,3.3L V6,6,3.3L V6,Ford,https://www.ford.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12639,45,9,219,29,Explorer HEV RWD,2021,,,,27,28,27,Auto,SI,3.3L V6,6,3.3L V6,Ford,https://www.ford.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12694,45,9,219,25,F150 Pickup 2WD HEV,2021,,,,25,26,25,Auto,SI,3.5L V6,6,3.5L V6,Ford,https://www.ford.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12640,45,9,219,25,F150 Pickup 4WD HEV,2021,,,,24,24,24,Auto,SI,3.5L V6,6,3.5L V6,Ford,https://www.ford.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12641,45,9,209,27,Accord,2021,,,,48,48,48,Auto,SI,2.0L,4,2.0L I4,Honda,http://automobiles.honda.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12642,45,9,209,27,Accord Sport/Touring,2021,,,,44,41,43,Auto,SI,2.0L,4,2.0L I4,Honda,http://automobiles.honda.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12643,45,9,209,29,CR-V AWD,2021,,,,40,35,38,Auto,SI,2.0L,4,2.0L I4,Honda,http://automobiles.honda.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12521,45,9,209,27,Insight,2021,,,,55,49,52,Auto,SI,1.5L,4,1.5L I4,Honda,http://automobiles.honda.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12522,45,9,209,27,Insight Touring,2021,,,,51,45,48,Auto,SI,1.5L,4,1.5L I4,Honda,http://automobiles.honda.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12689,45,9,351,27,Elantra Hybrid,2021,,,,49,52,50,Auto,SI,1.6L,4,1.6L I4,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12690,45,9,351,27,Elantra Hybrid Blue,2021,,,,53,56,54,Auto,SI,1.6L,4,1.6L I4,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12676,45,9,351,27,Ioniq,2021,,,,54,56,55,Auto,SI,1.6L,4,1.6L I4,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12677,45,9,351,27,Ioniq Blue,2021,,,,59,60,59,Auto,SI,1.6L,4,1.6L I4,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12706,45,9,351,29,Santa Fe Hybrid,2021,,,,33,30,32,Auto,SI,1.6L,4,1.6L I4,Hyundai,http://www.hyundaiusa.com/,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,4WD,,,,,,,,,,,,,
12707,45,9,351,29,Santa Fe Hybrid Blue,2021,,,,36,31,34,Auto,SI,1.6L,4,1.6L I4,Hyundai,http://www.hyundaiusa.com/,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,4WD,,,,,,,,,,,,,
12523,45,9,351,27,Sonata Hybrid,2021,,,,45,51,47,Auto,SI,2.0L,4,2.0L I4,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12524,45,9,351,27,Sonata Hybrid Blue,2021,,,,50,54,52,Auto,SI,2.0L,4,2.0L I4,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12726,45,1,385,29,E-PACE MHEV,2021,,,,21,26,23,Auto,SI,2.0L,4,2.0L I4,Jaguar,http://www.jaguarusa.com/index.html,SUV,HYBR,Hybrid Electric,Dedicated,,,,,,,,,,,,,,,,,,
12708,45,1,385,29,F-PACE P340 MHEV,2021,,,,20,27,22,Auto,SI,3.0L,6,3.0L V6,Jaguar,http://www.jaguarusa.com/index.html,SUV,HYBR,Hybrid Electric,Dedicated,,,,,,,,,,,,,,,,,,
12709,45,1,385,29,F-PACE P400 MHEV,2021,,,,20,26,22,Auto,SI,3.0L,6,3.0L V6,Jaguar,http://www.jaguarusa.com/index.html,SUV,HYBR,Hybrid Electric,Dedicated,,,,,,,,,,,,,,,,,,
12525,45,9,275,29,Wrangler 2dr 4x4,2021,,,,20,24,21,Auto,SI,3.6L,6,3.6L V6,Jeep,https://www.jeep.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12526,45,9,275,29,Wrangler 4dr 4x4,2021,,,,19,24,21,Auto,SI,3.6L,6,3.6L V6,Jeep,https://www.jeep.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12691,45,9,361,27,Niro,2021,,,,51,46,49,Auto,SI,1.6L,4,1.6L I4,Kia,http://www.kia.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12692,45,9,361,27,Niro FE,2021,,,,53,48,50,Auto,SI,1.6L,4,1.6L I4,Kia,http://www.kia.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12693,45,9,361,27,Niro Touring,2021,,,,46,40,43,Auto,SI,1.6L,4,1.6L I4,Kia,http://www.kia.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12579,45,9,361,29,Sorento Hybrid,2021,,,,39,35,37,Auto,SI,1.6L,4,1.6L I4,Kia,http://www.kia.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12581,45,9,387,29,Defender 110 MHEV,2021,,,,17,22,19,Auto,CI,3.0L,6,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12580,45,9,387,29,Defender 90 MHEV,2021,,,,17,22,19,Auto,CI,3.0L,6,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12718,45,1,387,29,Discovery MHEV,2021,,,,18,24,21,Auto,CI,3.0L,6,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,Dedicated,,,,,,,,,,,,,,,,,,
12605,45,1,387,29,Range Rover MHEV,2021,,,,18,23,20,Auto,CI,3.0L,6,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,Dedicated,,,,,,,,,,,,,,,,,,
12527,45,1,387,29,Range Rover Sport MHEV,2021,,,,19,24,21,Auto,CI,3.0L,6,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,Dedicated,,,,,,,,,,,,,,,,,,
12710,45,1,387,29,Range Rover Velar P340 MHEV,2021,,,,20,26,22,Auto,CI,3.0L,6,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,Dedicated,,,,,,,,,,,,,,,,,,
12711,45,1,387,29,Range Rover Velar P400 MHEV,2021,,,,19,25,21,Auto,CI,3.0L,6,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,Dedicated,,,,,,,,,,,,,,,,,,
12582,45,9,243,27,ES 300h,2021,,,,43,44,44,Auto,SI,2.5L,4,2.5L I4,Lexus,,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12528,45,9,243,27,LC 500h,2021,,,,26,34,29,Auto,SI,3.5L,6,3.5L V6,Lexus,,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12727,45,9,243,27,LS 500h,2021,,,,25,33,28,Auto,SI,3.5L,6,3.5L V6,Lexus,,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12728,45,9,243,27,LS 500h AWD,2021,,,,23,29,26,Auto,SI,3.5L,6,3.5L V6,Lexus,,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12529,45,9,243,29,NX 300h AWD,2021,,,,33,30,31,Auto,SI,2.5L,4,2.5L I4,Lexus,,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12583,45,9,243,29,RX 450h AWD,2021,,,,31,28,30,Auto,SI,3.5L,6,3.5L V6,Lexus,,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12530,45,9,243,29,RX 450h L AWD,2021,,,,29,28,29,Auto,SI,3.5L,6,3.5L V6,Lexus,,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12644,45,1,243,27,UX 250h,2021,,,,43,41,42,Auto,SI,2.0L,4,2.0L I4,Lexus,,Sedan/Wagon,HYBR,Hybrid Electric,Dedicated,,,,,,,,,,,,,,,,,,
12645,45,1,243,27,UX 250h AWD,2021,,,,41,38,39,Auto,SI,2.0L,4,2.0L I4,Lexus,,Sedan/Wagon,HYBR,Hybrid Electric,Dedicated,,,,,,,,,,,,,,,,,,
12648,45,9,239,27,AMG CLS 53 4MATIC+,2021,,,,21,26,23,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12649,45,9,239,27,AMG E53 4MATIC+,2021,,,,22,29,25,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12651,45,9,239,27,AMG E53 4MATIC+ (Convertible),2021,,,,21,27,23,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12650,45,9,239,27,AMG E53 4MATIC+ (Coupe),2021,,,,21,28,24,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12532,45,9,239,29,AMG GLE 53 4MATIC+,2021,,,,18,22,19,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12533,45,9,239,29,AMG GLE 53 4MATIC+ Coupe,2021,,,,18,23,20,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12534,45,9,239,29,AMG GLE 63 4MATIC+,2021,,,,15,19,16,Auto,SI,4.0L,8,4.0L V8,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
12678,45,9,239,29,AMG GLE 63 S 4MATIC+ Coupe,2021,,,,15,19,17,Auto,SI,4.0L,8,4.0L V8,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,,,,,,,,,,,,
